name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude
"Gò Vấp bán nhà 1 trệt 1 lầu, diện tích sàn: 42m2, 5 phòng, 2 mặt hẻm rộng, gần Vincom","Gò Vấp Bán nhà 1 trệt 1 lầu, diện tích sàn: 42m2 CN 21m2, 5 phòng, 2 mặt hẻm rộng, gần Vincom. - Quận: Gò Vấp. - Diện tích sàn: 42m2. - Diện tích đất: 3.9x5.4m. - Số tầng: 1 trệt 1 lầu. - Mặt tiền: 2 mặt hẻm rộng, - Tiện ích: 5 phòng: 2 phòng ngủ, 1 WC, phòng khách, bếp, ban công rộng thoáng. - Pháp lý: Pháp lý chuẩn, đã hoàn công, công chứng ngay. - Tình trạng nhà: Nhà trống, dọn vào ở ngay. - Nội thất: Cơ bản. - Hẻm thoáng, thông, sạch đẹp, khô thoáng, không ngập nước, gần mặt tiền đường, gần chợ, siêu thị, gần trường cấp 1 2 3, Thế Giới Di động, Nhà Sách... Đầy đủ tiện ích. - Hỗ trợ: Vay vốn ngân hàng. * Liên hệ: Em Nhân: * Website: www.emnhanbannha.com www.bdsnows.com",Nhà,Hồ Chí Minh,Gò Vấp,5,Quảng Hàm,,3830177750,21.0,2.0,3.9,,2.5,2.0,1.0,,,2026-01-29T11:42:18.355000,10.785712,106.690072
"Chính chủ bán căn hộ 2PN, 79m2 tại Goldmark City, 7 tỷ, nội thất full, có slot ô tô, view thoáng","Căn hộ chung cư tại Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội, nổi bật với diện tích 79m2 và thiết kế hiện đại, rất phù hợp cho gia đình trẻ. + 2 phòng ngủ rộng rãi, thoáng mát, phù hợp cho gia đình. + 2 nhà vệ sinh tiện lợi, mang lại sự riêng tư. + Hướng cửa chính Đông Nam, đón ánh sáng tự nhiên. + Ban công Tây Bắc, lý tưởng để thư giãn vào buổi tối. + Giá bán 7 tỷ VND, pháp lý đầy đủ, sổ đỏ. Điểm đặc biệt: Căn hộ có phong thủy tốt, mang lại tài lộc cho gia chủ. Khu vực sống yên tĩnh, tiện nghi đầy đủ, gần các tiện ích như bệnh viện, công viên tạo không gian sống trong lành. Nearby Places: Gần bệnh viện Quốc tế Dolife, siêu thị điện máy Pico, công viên Hồ An Bình và nhiều trường học chất lượng. Liên hệ để được tư vấn miễn phí qua số điện thoại [phone_number], liên hệ Nguyễn Đức Ngọc.",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,Phú Diễn,Hồ Tùng Mậu,Goldmark City,7810940000,79.0,7.0,,,,2.0,2.0,Đông Nam,Tây Bắc,2026-01-09T09:04:13.440000,21.062099,105.785054
CHÍNH CHỦ CẦN BÁN LIỀN KỀ THANH HÀ RẺ NHẤT KHU VỊ TRÍ ĐẸP ĐƯỜNG TO,"CƠ HỘI SỞ HỮU LIỀN KỀ THANH HÀ VỊ TRÍ ĐÁNG SỐNG Tôi cần bán liền kề B1.4 lk 8 ô 10 khu đô thị thanh hà Nhà xây 4 tầng + tum, thiết kế thoáng dễ hoàn thiện theo gu Diện tích 100 m, mặt tiền 5m, nhà vuông đẹp Đường rộng, ô tô ra vào thuận tiện, đỗ trước cửa mặt đường to đông đúc thuận tiện kinh doanh vài bước chân ra hồ điều hoà, gần chung cư ,khu liên hiệp thể thảo ,trường học Khu dân cư hiện hữu, an ninh tốt, tiện ích xung quanh đầy đủ Phù hợp ở lâu dài, mở văn phòng hoặc đầu tư giữ tiền KĐT Thanh Hà Hà Đông Giao dịch nhanh pháp lý rõ ràng LH :",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,Kiến Hưng,,Khu đô thị Thanh Hà,19356281250,100.0,4.0,,,,4.0,5.0,,,2026-01-21T14:33:16.999000,20.980253,105.78802
"Bán nhà mặt tiền - đường 3 Tháng 2, P. 14, quận 10 vị trí đắc địa. 4m x 17m. DT đất 68m2","Vị trí: Mặt tiền đường 3/2 trục huyết mạch nối Quận 1 Quận 10 Quận 11. Khu kinh doanh đông đúc, phù hợp showroom, shop, spa, văn phòng. - Diện tích: 4m x 17m. DT đất 68m2. Đất vuông vức, hiếm trên cung đường 3/2. - Hiện trạng: 1 trệt + 1 lửng đang cho thuê 45 triệu/tháng. - Pháp lý: Sổ hồng tư nhân công chứng ngay. - Giá bán: 25 tỷ bớt lộc cho khách mua. Liên Hệ: [phone_number] - Châu Ngọc Ngân (zalo, viber).",Nhà,Hồ Chí Minh,10,14,3/2,,16191854000,68.0,1.0,4.0,,,4.0,3.0,,,2026-01-15T03:26:35.757000,10.787703,106.662346
Bán đất tặng kèm nhà C4 - kiệt ô tô Chế Lan Viên - Ngũ Hành Sơn,"+ Bán đất tặng kèm nhà C4 - kiệt ô tô Chế Lan Viên - Ngũ Hành Sơn. - Diện tích 95m² kiệt ô tô thông thoáng. - Hiện trạng nhà c4 chắc chắn 3 phòng ngủ công năng đủ. Vị trí & tiềm năng: - Gần phố tây An Thượng, biển Mỹ Khê. - Khu vực cho thuê cực tốt, khách tây ở quanh năm. - Phù hợp ở gia đình, cho thuê hoặc giữ đất chờ xây. - Giá bán 9.5 tỷ. - Liên hệ Ms Minh xem thực tế vị trí và mua bán chính chủ.",Nhà,Đà Nẵng,Ngũ Hành Sơn,Mỹ An,Chế Lan Viên,,9139646000,95.0,4.0,,,,3.0,3.0,,,2026-01-03T15:31:34.627000,16.044058,108.196222
"Chính chủ cần bán cặp Liền Kề Hoàng Huy Riverside Hải Phòng 11,5tỷ","Chính chủ cần bán cặp LK 87,5m2 hoặc bán riêng lẻ + Nhà để thô mặt tiền 5,5m + 5 tầng. + Xung quanh hàng xóm để về ở hết. + Sổ đỏ sẵn giao dịch Liên hệ chính chủ: [phone_number]",Biệt thự/Nhà liền kề,Hải Phòng,Hồng Bàng,Thượng Lý,Chi Lăng,Hoàng Huy Riverside,9002125000,87.5,5.0,5.5,,,5.0,5.0,Tây Bắc,Tây Nam,2026-01-22T09:43:35.005000,20.83762,106.704147
"Bán gấp trong tháng - Bán nhà Bạch Đằng 6,2m x 24m ( cn 142m² )giá 16 tỷ","Bán gấp trong tháng - Bán nhà Bạch Đằng 6,2m x 24m ( cn 142m² )giá 16 tỷ - Hẻm đường Bạch Đằng, Phường 15, Bình Thạnh, khu chợ bà chiểu thông ngã tư hàng xanh khúc 2 chiều đông đúc, vị trí đắc địa trên trục đường huyết mạch. - Diện tích: 142m² (ngang 6,2m). - Đất trống - Địa chỉ: đường Bạch Đằng, Phường 15, Quận Bình Thạnh. - Giá bán: 16 tỷ. - Liên hệ làm việc trực tiếp và xem nhà Phúc.",Nhà,Hồ Chí Minh,Bình Thạnh,,Bạch Đằng,,24073383500,142.0,4.0,,,,4.0,3.0,,,2026-01-03T11:21:13.739000,10.816548,106.724518
"Bán căn hộ Masteri Grand View, 6,86 tỷ, 60m2, 1PN, 1WC, Đông Nam, chính chủ","Căn hộ chung cư Masteri Grand View tọa lạc tại Liên Phường, An Phú, Quận 2, Hồ Chí Minh, với diện tích 60m2, 1PN + 1WC. Căn hộ được thiết kế hiện đại với nội thất cơ bản, bao gồm điều hòa, giường, tủ lạnh, mang đến sự tiện nghi cho cuộc sống hàng ngày. Căn hộ hướng Đông Nam, phong thủy tốt, phù hợp cho những ai yêu thích không gian sáng sủa và thoáng đãng. Giá tốt nhất thị trường - Thanh toán linh hoạt - Pháp lý minh bạch. Thông tin giỏ hàng HOT: - 1PN View SOHO Công viên TTTM Nhạc nước: Diện tích: 60m². + Hướng: Đông Nam, mát mẻ, view thẳng nhạc nước & đối diện TTTM. Giá gốc: 6,860 tỷ bán lại giá tốt. Tình trạng: Chuẩn bị ký HĐMB, đã thanh toán 10%. - 3PN - Diện tích rộng, View thoáng đẹp. + . GLOW: A - 1x - 08A: 13,583 tỷ + chênh nhẹ Hướng Đông Nam, view thoáng, đã thanh toán 10%. + GLOW B - 2x - 08A: 14,0479 tỷ + chênh nhẹ Hướng Đông Nam, Sân vườn riêng, view cảnh quan dự án, đã thanh toán 10%. + GLOW A - 16 - 01: 14,079 tỷ + chênh nhẹ Hướng Tây Nam, đã thanh toán 10%. Căn góc Tầng đẹp View Nhạc Nước. Diện tích: 76,5m². Giá gốc: 11,788 tỷ (chưa VAT). Hướng: Đông Nam, cực mát, view TTTM & nhạc nước lớn nhất Đông Nam Á. Thanh toán: 10% Phí tự kê. - Lý do nên đầu tư Masteri Grand View ngay hôm nay: + Vị trí vàng trong đại đô thị 117ha The Global City, liền kề 4 trục giao thông huyết mạch. + Tiện ích đẳng cấp: Nhạc nước lớn nhất Đông Nam Á, TTTM, trường quốc tế, công viên nội khu. + Tiềm năng tăng giá 15 - 20% khi hoàn thiện năm 2026. + Thanh khoản & cho thuê cao. Gần khu tài chính, văn phòng, trường học. + Pháp lý minh bạch, tiến độ thanh toán linh hoạt. - Ưu điểm: Căn hộ có vị trí thuận lợi, gần công viên Phước Bình, giúp cư dân tận hưởng không gian xanh mát. Khu vực xung quanh cũng có nhiều tiện ích như siêu thị mini The Vistar, siêu thị Genshai và Bách Hóa Xanh số 2 đường D3, đáp ứng nhu cầu mua sắm hàng ngày. Ngoài ra, gần trường quốc tế ISHCMC - American Academy và phòng thu âm 8G Music Room, thuận tiện cho gia đình có trẻ nhỏ. Để biết thêm chi tiết và nhận tư vấn miễn phí, vui lòng liên hệ Mai Như Ngọc qua số điện thoại",Căn hộ chung cư,Hồ Chí Minh,,,,Masteri Grand View (The Global City),6872038000,60.0,7.0,,,,1.0,1.0,,Đông - Nam,2026-01-08T10:54:15.536000,10.777579,106.699943
"Bán nhà đẹp phố minh khai - 40m2 x 3,5m - thang máy - ngõ nông - phân khúc hiếm - full nội thất","Diện tích: 40m 5 tầng (thang máy) Mặt Tiền : 3,5m Giá: 13,9 tỷ (có thương lượng) ĐIỂM NỔI BẬT - Nhà cách phố chỉ vài bước chân, ngõ nông, yên tĩnh, dân trí cao - Thang máy nhập khẩu, nội thất châu Âu đồng bộ tặng lại toàn bộ - Hệ thống điện thông minh, điều khiển từ xa - Nền nhà ốp đá thạch anh phong thủy, xây dựng chắc chắn, tâm huyết - Hàng xóm Time City, tiện ích xung quanh đầy đủ: trường học, công viên, bệnh viện - Khu vực an ninh tốt, ở cực kỳ sướng CÔNG NĂNG - Tầng 1: Phòng khách + Bếp + WC - Tầng 2, 3, 4: Phòng ngủ master + ban công rộng, thoáng sáng - Tầng 5: Phòng thờ + sân phơi + tiểu cảnh BBQ PHÁP LÝ - Sổ đỏ vuông vắn, chính chủ - Sẵn sàng giao dịch ngay - Nhà đẹp, vị trí hiếm, chỉ việc xách vali về ở LIÊN HỆ - Em Ly: [phone_number] - Miễn Phí Xem Nhà - Tư Vấn Nhiệt Tình - Giao Dịch Uy Tín",Nhà,Hà Nội,Hai Bà Trưng,Minh Khai,Minh Khai,,9438010000,40.0,4.0,,,,4.0,3.0,,,2026-02-08T22:59:40.719000,21.013335,105.85645
B49#CHÍNHCHỦ #BẤNGẤP NHÀ HẺM 2ÔTÔ TRÁNH CÁCH MẶT TIỀN 50M-GIÁ RẺ-PHẠM VĂN CHIÊU-77m2 -SÂN BAY 15,"B49#CHÍNHCHỦ #BẤNGẤP NHÀ HẺM 2ÔTÔ TRÁNH CÁCH MẶT TIỀN 50M-GIÁ RẺ-PHẠM VĂN CHIÊU-77m2 -SÂN BAY 15 4TẦNG Phạm Văn Chiêu 77m2 9.4tỷ phường An Hội Tây (p14 cũ) GIÁ BAO RẺ Mô tả: - Hẻm nhựa 2 ô tô tránh, cách mặt tiền Phạm Văn Chiêu 50m.- Kết cấu 4 tầng 4pn 4wc, có thể làm thêm phòng cho gia đình đông thành viên.- Nhà đang cho thuê có dòng tiền 28tr/tháng. hổ trợ tìm nhà theo yêu cầu",Nhà,Hồ Chí Minh,Gò Vấp,14,Phạm Văn Chiêu,,13389839750,77.0,4.0,,,,4.0,4.0,,,2026-02-07T06:59:11.208000,10.782674,106.705936
"Căn góc 2 mặt tiền 8x20m, vị trí đẹp ngay trung tâm Tỉnh Tây Ninh mới","Nằm ngay trung tâm hành chính tỉnh Tây Ninh thuộc TP Tân An cũ. - Tiếp giáp mặt tiền Quốc Lộ 1, cách siêu thị Aeon Mall 300m. - Diện tích: 8x20 (góc 2 mặt tiền). - Căn góc duy nhất hàng hiếm, vị trí đẹp gần sông Vàm Cỏ mát mẻ. Thích hợp ở hoặc kinh doanh. - Hạ tầng hoàn thiện 100%, điện nước âm. - Hỗ trợ vay bank 60%. - Trả góp 18 tháng Không lãi suất. - Bán kính 1 km đầy đủ tiện ích: Ngân hàng, siêu thị, trường học. - Giá tốt, vị trí đẹp, hàng hiếm. Quý khách liên hệ ngay để xem nhà ạ.",Biệt thự/Nhà liền kề,Long An,Tân An,,,Green City,9211920000,160.0,4.0,,,,4.0,5.0,,,2026-02-11T01:49:07.257000,10.679937,106.254247
"Song lập Ngọc Trai 180m2,thang máy, view hồ, siêu đẹp giá 20,5 tỷ","Bán căn song lập Vin Marina, diện tích 180m2, sau nhà là hồ nước cực đẹp, thoáng mát. Nhà đã hoàn thiện nội thất nhập khẩu tổng hết 7 tỷ. Nay chủ nhà chuyển đổi nơi ở nên cần bán. Khách mua về chỉ việc ở, không cần sửa chữa gì. Giá bán 20,5 tỷ có thỏa thuận với khách mua thiện chí. Liên hệ Phan Công [phone_number]",Biệt thự/Nhà liền kề,Hải Phòng,Lê Chân,Vĩnh Niệm,Đại lộ Võ Nguyên Giáp,Vinhomes Marina Cầu Rào 2,16855660000,180.0,4.0,,,,4.0,5.0,,,2026-02-11T20:01:41.742000,20.84733,106.686052
Bán 1 lô duy nhất khu phố di tích _ đồng kỵ,"BÁN 1 LÔ DUY NHẤT KHU PHỐ DI TÍCH _ ĐỒNG KỴ. CÁCH 50m ra đường lớn_ sát trưởng, chợ và các tiện ích khác. DT : 46m MT: 6,3 GIÁ 1 tỷ 750 LH : E MINH [phone_number]",Đất,Bắc Ninh,Từ Sơn,Đồng Kỵ,,,1952956000,46.0,0.0,6.3,,,0.0,0.0,,,2026-02-27T13:01:57.223000,21.200315,106.091125
Duy nhất căn ngoại giao biệt thự view công viên lễ hội tại trung tâm Phủ Lý Hà Nam,"Biệt thự song lập tại Sun Hà Nam. Vị trí đắc địa: - Nằm trên trục đường thông, kết nối trực tiếp ra Lê Công Thanh, Quốc lộ 1 A, trục 68. - Giao thông thuận tiện, tiếp cận nhanh chóng toàn bộ tiện ích của khu đô thị. Hạ tầng rộng rãi: - Thoải mái ô tô tránh nhau. Thiết kế đẳng cấp: - Diện tích đất: 200m2. - Kết cấu: 3 tầng nổi + 1 hầm. - Mặt tiền rộng 10m tất cả các phòng đều có cửa lớn, đón ánh sáng và gió tự nhiên. - Các tầng đều có ban công lý tưởng để gia chủ bố trí bàn trà, trồng cây, thư giãn. Liên hệ em để đi xem thực tế nhé: E Hương [phone_number]",Biệt thự/Nhà liền kề,Hà Nam,Phủ Lý,,,Sun Urban City Hà Nam,14771875000,200.0,4.0,10.0,,,5.0,3.0,Tây Nam,Tây Nam,2026-02-25T13:26:26.615000,20.579343,105.917659
"Bán gấp nhà đẹp phân lô, liền kề tại Văn Quán Hà Đông, lô góc 135m 5 tầng Mt28m 35 tỷ","Vị trí đắc địa, phân lô, lô góc mặt tiền 28m, đường 2 ô tô tránh,đỗ ngày đêm. Thiết kế 5 tầng: Tầng 1: Gara, phòng khách, bếp Tầng 2, 3, 4 : mỗi.tầng 2 phòng ngủ rộng rãi thoáng mát Tầng 5: phòng thờ, sân phơi Diện tích xây dựng 80m, còn lại là sân tiểu cảnh Gần hồ Văn Quán, HV An Ninh, HV Mật Mã Giao thông: Chiến Thắng, Nguyễn Khuyến, Trần Phú... Gia chủ làm ăn phát đạt, chuyển ra ở căn biệt thự Vip nên cần bán cho anh chị em thiện chí, giá thương lượng sâu Sổ đỏ sẵn sàng giao dịch Gọi ngay cho em để xem nhà hoàn toàn miễn phí [phone_number]",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,Văn Quán,Văn Quán,,31860479688,135.0,4.0,28.0,,,4.0,5.0,,,2026-02-08T00:12:17.022000,20.965425,105.773647
"Bán tòa nhà đường Ngô Quyền, sát cầu Rồng & Võ Văn Kiệt, đất ở lâu dài giá 35 tỷ","Bán tòa nhà đường Ngô Quyền, sát cầu Rồng & Võ Văn Kiệt, đất ở lâu dài giá 35 tỷ. Đường Ngô Quyền, Quận Sơn Trà, Đà Nẵng. Cách cầu Rồng vài bước Ngay đại lộ Võ Văn Kiệt Ra biển chỉ 500m. Thông tin nổi bật. Diện tích đất: 190m² (7,65m*23,7m). Kết cấu: 3 tầng. Số phòng: 14 phòng ngủ 15 WC. Hoàn công đầy đủ xây đúng giấy phép. Đất ở đô thị lâu dài (không phải TMDV) điểm khác biệt cực lớn. Nội thất đầy đủ vào khai thác ngay. Hướng Đông nhà thoáng, đón gió sông Hàn. Giá bán: 33 tỷ làm việc trực tiếp chính chủ. Mua là có dòng tiền ngay an toàn không rủi ro pháp lý. Lợi thế đầu tư hiếm. Vị trí lõi trung tâm du lịch Đà Nẵng: Cầu Rồng Võ Văn Kiệt biển Mỹ Khê. Khu vực tăng giá nhanh, sát các dự án hạ tầng lớn: Tuyến Metro ga trung tâm. Hầm qua sông Hàn trục Võ Văn Kiệt. Nhà đất nằm trên trục Metro tiềm năng tăng giá tối thiểu 2030%. Không cần xin phép xây dựng tránh rủi ro chi phí & thời gian. Liên hệ chính chủ: [phone_number] Phước Chuyên BĐS dòng tiền & căn hộ trung tâm Đà Nẵng Hội An. Nhận ký gửi tìm sản phẩm đầu tư chuẩn pháp lý.",Nhà,Đà Nẵng,Sơn Trà,,Ngô Quyền,,23985996000,190.0,4.0,7.65,,,4.0,3.0,Đông,Đông,2026-02-14T03:39:48.775000,16.104727,108.24949
"Bán nhà riêng chính chủ trong ngõ tại Phố Khâm Thiên, gần mặt phố, cách đường 50m","Nhà riêng chính chủ, đang ở, có nhu cầu bán, đầy đủ nội thất. Nhà thoáng, 3 mặt thoáng, có sân trước nhà, mặt sau chưa xây hết đất, có thể xây làm vườn hoặc khu vui chơi Diện tích 63m, thực tế 75m, do sau nhà là khoảng không rộng. 4 tầng, 5 phòng ngủ, 3wc, nhà đẹp, có thể phá đi xây cho thuê Giá bán 12 tỷ. Giá thỏa thuận, do gia đình có nhu cầu lên chung cư. liên hệ chính chủ: [phone_number]",Nhà,Hà Nội,Đống Đa,Khâm Thiên,Khâm Thiên,,11473743750,63.0,4.0,,,,5.0,3.0,Đông Nam,,2026-02-03T07:38:35.472000,21.021697,105.837014
"Nhà Hòa Bình 2 tầng, 4.5x9m, HXH thông, sát mặt tiền. Chỉ 5.05 tỷ, Hiệp Tân quận Tân Phú","#0PTh005001 * Vị trí nhà hẻm 4m thông sát mặt tiền Hòa Bình gần Tô Hiệu * Diện tích: 4.5m x 9m. 1 trệt + 1 lầu, 3 PN, 2WC * Pháp lý rõ ràng, công chứng ngay trong ngày * Liên hệ: Thái LAND [phone_number] - tận mắt xem nhà.",Nhà,Hồ Chí Minh,Tân Phú,Hiệp Tân,Hòa Bình,,6825410000,40.0,4.0,4.5,,,2.0,2.0,,,2026-02-16T09:55:16.951000,10.783087,106.618208
"Bán nhà hẻm đường Nguyễn Sơn giá 7,2 tỷ","Nhà hẻm đường Nguyễn Sơn p phú thọ hoà Diện tích 4x12,5 Kết cấu 1 trệt lửng 2 lầu st Có 4pn 4 tolet Giá bán 7.2 tỷ còn tl Liên hệ Đại Lợi",Nhà,Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,Nguyễn Sơn,,9013987500,50.0,4.0,4.5,,4.5,3.0,4.0,Đông - Bắc,,2026-02-01T16:16:54.318000,10.799086,106.617166
Siêu phẩm ngay chợ Diêm Gỗ Ngô Gia Tự Việt Hưng Long Biên ngõ ô tô 7 chỗ thông. DT 50m2 * 8tỷ,"Siêu phẩm ngay chợ Diêm Gỗ Ngô Gia Tự Việt Hưng Long Biên. DT 50m2 x 8tỷ. Ngõ ô tô 7 chỗ thông tứ phía KD online ở sướng vị trí VIP. Vị trí vàng: Ngô Gia Tự vài bước ra chợ Diêm Gỗ, sát trường mầm non Diêm Thống Nhất, cạnh KĐT Việt Hưng, 300m Hành chính công Long Biên AEON Mall, 5 phút vào trung tâm nội đô Hà Nội. Tiện ích bạt ngàn khu lõi VIP bậc nhất Long Biên dân trí cao an ninh tuyệt đối. Pháp lý: Sổ đỏ chính chủ giao dịch ngay. Liên hệ: Em Thành",Đất,Hà Nội,Long Biên,Đức Giang,Ngô Gia Tự,,7276875000,50.0,0.0,,,,0.0,0.0,,,2026-02-02T13:37:09.667000,21.046379,105.888767
LÔ ĐẤT 80m2 full thổ cư ngay GẦN TRUNG TÂM XUÂN HÒA - PHÚC YÊN giáp (Đại Lải) giá chỉ từ 1tỷ2/ lô,"LÔ ĐẤT 80m2 full thổ cư ngay GẦN TRUNG TÂM XUÂN HÒA - PHÚC YÊN giáp (Đại Lải) giá chỉ từ hơn 1 tỷ/ lô Ngay UBND phường, trường học, chợ dân sinh, dân cư ở kín. View hồ Thanh Cao, cách Thanh Xuân Valley BIM Group chỉ 2,5km. Hưởng lợi tuyến đường 1.500 tỷ nối Sóc Sơn Đại Lải Nội Bài, đang triển khai mạnh. Pháp lý rõ ràng ,sổ đỏ từng lô, vào xây nhà ở được ngay. Phúc Yên sắp về Hà Nội, giá đất khu này còn rẻ 1/2 so với BIM Group, cơ hội nhân đôi vốn giai đoạn 2025- 2026 Liên hệ em Dung [phone_number] ngay để xem thực tế & chọn lô đẹp nhất ạ",Đất,Vĩnh Phúc,Phúc Yên,Ngọc Thanh,Lê Duẩn,,2398080000,80.0,0.0,5.0,,,0.0,0.0,,,2026-02-16T23:08:35.684000,21.307366,105.611324
Bán nhà lô góc 4 tầng - full nội thất - đường thông ô tô tránh - gần KCN Quang Minh,"Vị trí đẹp, gần KCN Quang Minh, thuận tiện đi chuyển, khu vực dân cư đông đúc, an ninh tốt. Gần chợ, trường học cáp cấp, tiện ích bạt ngàn. Đường thông ô tô tránh. Nhà 4 tầng, lô góc thoáng sáng. 100% đất ở đô thị. Thiết kế hiện đại, đầy đủ công năng. Pháp lý chuẩn - sẵn sàng giao dịch.",Nhà,Hà Nội,Mê Linh,Quang Minh,Quang Minh,,7463961500,46.0,4.0,,,,4.0,3.0,,,2026-02-27T08:59:59.768000,21.020579,105.841331
"Bán gấp CH An Bình Homeland, 5 tỷ, 68,7m2, Hà Đông, HN","Căn hộ An Bình Homeland đang chờ đón chủ mới tại Đường Lê Trọng Tấn, p Dương Nội, Q. Hà Đông, HN. Với diện tích 68,7m2, căn hộ này cực kỳ phù hợp cho ai muốn tìm một không gian sống thoải mái và hiện đại. Căn hộ được thiết kế thông minh, bàn giao hoàn thiện cơ bản, sẵn sàng để ở. Giá chỉ 5 tỷ, căn hộ này không chỉ đẹp mà còn có phong thủy tốt, mang lại sự thịnh vượng cho gia chủ. Nội thất đầy đủ sẽ bao gồm các món như sofa, giường ngủ, kệ TV, tủ lạnh, và bếp từ. Địa điểm tiện ích xung quanh: + Siêu thị Seika Mart, Winmart + 27 Ngô Thì Nhậm. + Công viên Thống Nhất. + Bệnh viện Da liễu Hà Nội, Bệnh viện K, Bệnh viện Y học cổ truyền Trung ương. + Trung tâm hỗ trợ phát triển tài năng điện ảnh TPD, Trường cao đẳng Y tế Hà Nội. Giới thiệu tổng quan dự án: Dự án An Bình Homeland gồm 4 tòa tháp cao 30 tầng, với 3 tầng khối đế và 3 tầng hầm. Các căn hộ được trang bị đầy đủ tiện ích như trung tâm thương mại, khu gym, yoga, spa, công viên nội khu, bể bơi và khu vui chơi. Đây là một dự án lý tưởng cho những ai tìm kiếm một không gian sống tiện nghi và hiện đại giữa lòng Hà Nội. Đừng bỏ lỡ cơ hội này! Liên hệ ngay Xinh Nguyễn qua số để biết thêm thông tin!",Căn hộ chung cư,Hà Nội,Hà Đông,Dương Nội,Lê Trọng Tấn,An Bình Homeland,6411982000,68.7,7.0,,,,2.0,2.0,,,2026-02-06T13:49:35.568000,20.963218,105.794635
"Nhà mặt tiền đường lớn Phước Long, Nam Nha Trang vị trí vừa ở vừa kinh doanh thuận lợi , đầu tư tốt","BÁN NHÀ MẶT TIỀN ĐƯỜNG PHƯỚC LONG NHA TRANG Cơ hội sở hữu căn nhà nhỏ xinh, vị trí đẹp, thích hợp ở hoặc đầu tư kinh doanh sinh lời Diện tích: 29m² Ngang: 3,85m Kết cấu: 1 trệt, 1 lầu, thiết kế gọn gàng, tối ưu không gian Vị trí: Mặt tiền đường Phước Long, gần chợ Bình Tân, KĐT Bình Tân, bệnh viện, trường học tiện ích đầy đủ, khu dân cư sầm uất Nhà thích hợp: Mở cửa hàng, buôn bán nhỏ Cho thuê kinh doanh An cư tại khu vực phát triển trung tâm phía Nam Nha Trang Giá bán: 3 tỷ 950 (thương lượng thiện chí bán nhanh) Pháp lý: Sổ hoàn công, bao thuế phí sang tên ra sổ LH: [phone_number]",Nhà,Khánh Hòa,Nha Trang,Phước Long,,,2989226000,29.0,4.0,3.8,,,1.0,1.0,,,2026-02-22T00:34:12.910000,12.250642,109.197132
"Bán đất mặt đường 35, xã Minh Phú, Sóc Sơn, Hà Nội. [phone_number]","Do nhu cầu chuyển đổi mục đích sử dụng, gia đình tôi cần bán lô đất mặt đường 35 diện tích 315m2 vuông đẹp, vị trí giao thông thuận tiện, phù hợp. Đầu tư, kinh doanh! AC có nhu cầu xin liên hệ xem đất trực tiếp em Ngân [phone_number]! E. Ngân xin cảm ơn!",Đất,Hà Nội,Sóc Sơn,Minh Phú,35,,33716812500,315.0,0.0,,,,0.0,0.0,,,2026-02-05T04:42:31.537000,21.017353,105.837308
110 triệu/m2 - Diện tích 7 x 30m. Lô đất biệt thự có giá tốt nhất LACASA Quận 7. LH [phone_number],"Cần bán đất biệt thự liên kế giá tốt nhất khu phức hợp Lacasa. Mặt tiền đường Le Thị Chợ, - Trục đường chính khu dân cư sầm uất, năng động, phù hợp cho mọi ngành nghề: Khách sạn, nhà hàng, văn phòng, căn hộ dịch vụ, an cư. Hotline: [phone_number] - Cam kết lô đất có giá tốt nhất. Diện tích: 7m x 30m ( 210m2 ) Giá bán: 110 triệu/m2 Tổng giá trị: 23,1 tỷ Liên hệ: Sàn giao dịch BĐS Annam Land: [phone_number]. Địa chỉ: 18 đường 14 KDC Phú Mỹ, phường Phú Mỹ, Quận 7, Tp. HCM. Nhận ký gửi nhà/đất Quận 7, Nhà Bè.",Đất,Hồ Chí Minh,7,,,,29481375000,210.0,0.0,14.0,,,0.0,0.0,Tây Nam,,2026-02-24T14:56:05.401000,10.727868,106.72041
Nhà phố 2 tầng tại P. Vĩnh Tân - TPHCM chỉ 2tỷ8,"Chỉ 2,8 tỷ (Full thuế phí, bao sang tên). Diện tích: 5x20, sàn 130m2. Nhà 1 trệt 1 lầu, công năng căn nhà 1 phòng khách, 3 phòng ngủ, 3 WC, 1 sân đậu ô tô & sân sau 02m. Ngân hàng VCB & BIDV hỗ trợ 30 năm, lãi suất ưu đãi. Hồ bơi chuẩn quốc tế 750m2, 06 sân tennis, 02 sân cầu lông trong nhà, phòng gym, spa xông hơi, TTTM. Gọi ngay: [phone_number]",Biệt thự/Nhà liền kề,Bình Dương,Tân Uyên,Vĩnh Tân,,Sun Casa Central,6344350000,100.0,4.0,5.0,,,3.0,3.0,Nam,Nam,2026-02-12T22:51:09.623000,10.96732,106.639074
